"","ID","COU","SITE","SITE_ID","PLOT","GRAZ","ARIDITY.v3","coverDryfun20","coverBiodesert100","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","percentN","percentC","Life_form","taxon"
"857",199,"Namibia","Sonop",60,1,3,0.8036,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Dichrostachys cinerea"
"858",199,"Namibia","Sonop",60,1,3,0.8036,0.5,2,0.5,NA,NA,NA,14,54,NA,NA,"Grass","Digitaria seriata"
"859",199,"Namibia","Sonop",60,1,3,0.8036,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Rhynchosia totta"
"860",199,"Namibia","Sonop",60,1,3,0.8036,7,30.5,56.95,266.2960694,0.304665046,10.93803333,145,3375,2.81365175,36.24308853,"Grass","Panicum maximum"
"861",199,"Namibia","Sonop",60,1,3,0.8036,6,25.5,6.8,102.0503868,0.377385551,12.39666667,135,28500,1.779135794,36.60281845,"Herb","Ozoroa schinzii"
"862",199,"Namibia","Sonop",60,1,3,0.8036,12,30.5,5.2,150.6723678,0.290325294,2.834328042,109,14338,2.741537409,37.26322793,"Wood","Commiphora africana"
"863",199,"Namibia","Sonop",60,1,3,0.8036,6.5,22,9.6,204.6213677,0.28011645,24.19688889,59,3102,3.463456086,40.96529585,"Wood","Croton gratissimus"
"864",199,"Namibia","Sonop",60,1,3,0.8036,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Lantana angolensis"
"865",199,"Namibia","Sonop",60,1,3,0.8036,138.5,536.5,7.866666667,131.90259,0.541025729,2.058203314,210,70000,3.526570794,40.62982521,"Wood","Acacia fleckii"
"866",199,"Namibia","Sonop",60,1,3,0.8036,6,60,11.9,161.8181818,0.455172414,0.883862069,138,48300,NA,NA,"Wood","Acacia ataxacantha"
"867",199,"Namibia","Sonop",60,1,3,0.8036,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Commelina africana"
"868",199,"Namibia","Sonop",60,1,3,0.8036,73.5,269.5,4.7,120.843824,0.460042796,0.382424639,650,378000,2.190482847,35.71320182,"Wood","Acacia luederitzii"
"869",199,"Namibia","Sonop",60,1,3,0.8036,NA,53.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Acacia erioloba"
"870",199,"Namibia","Sonop",60,1,3,0.8036,20.5,103.5,8.5225,80.77219661,0.440632759,10.07675,250,33150,1.759957184,39.40523,"Wood","Terminalia sericea"
"871",199,"Namibia","Sonop",60,1,3,0.8036,10.5,38.5,22.25,106.3034377,0.546635286,7.139262032,220,38000,2.150263113,42.9169498,"Wood","Peltophorum africanum"
"872",200,"Namibia","Sonop",60,2,2,0.8038,10,21,9.9,111.8431373,0.548387097,1.591813953,132,19050,NA,NA,"Wood","Acacia ataxacantha"
"873",200,"Namibia","Sonop",60,2,2,0.8038,0.5,5,7.3,127.0163934,0.298288509,5.165333333,10,216,NA,NA,"Herb","Ptycholobium biflorum"
"874",200,"Namibia","Sonop",60,2,2,0.8038,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Cyperus margaritaceus"
"875",200,"Namibia","Sonop",60,2,2,0.8038,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Asparagus nelsii"
"876",200,"Namibia","Sonop",60,2,2,0.8038,11,109,4,111.6283916,0.443103448,5.260208333,175,43050,2.273669291,40.47155479,"Wood","Grewia flavescens"
"877",200,"Namibia","Sonop",60,2,2,0.8038,2,9.5,23.73333333,201.0250918,0.376185424,3.072,57,4599,1.430073373,29.58101686,"Grass","Schmidtia pappophoroides"
"878",200,"Namibia","Sonop",60,2,2,0.8038,1.5,10.5,6.55,106.717366,0.436228224,2.9436,42,558,2.287388371,42.9612004,"Wood","Psydrax livida"
"879",200,"Namibia","Sonop",60,2,2,0.8038,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Dichrostachys cinerea"
"880",200,"Namibia","Sonop",60,2,2,0.8038,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Albuca fleckii"
"881",200,"Namibia","Sonop",60,2,2,0.8038,43,158,3.14,96.86073418,0.418691377,0.885974382,124,22230,1.833664281,32.97704441,"Wood","Commiphora angolensis"
"882",200,"Namibia","Sonop",60,2,2,0.8038,131,436.5,6.73,110.1661649,0.364630344,14.07683333,280,42900,3.195267214,43.02758863,"Wood","Baphia massaiensis"
"883",200,"Namibia","Sonop",60,2,2,0.8038,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Clerodendrum ternatum"
"884",200,"Namibia","Sonop",60,2,2,0.8038,18,138.5,4.033333333,109.5928696,0.408143941,11.95711111,330,48375,3.366688919,42.70947151,"Wood","Bauhinia petersiana"
"885",200,"Namibia","Sonop",60,2,2,0.8038,13.5,70.5,47.8,197.4853051,0.248113843,7.381038667,115,12375,1.599876912,35.87129644,"Grass","Digitaria seriata"
"886",200,"Namibia","Sonop",60,2,2,0.8038,82,358.5,8.505,69.48954246,0.44268742,10.58630208,330,141750,1.641775455,42.3429768,"Wood","Terminalia sericea"
"887",200,"Namibia","Sonop",60,2,2,0.8038,24.5,191.5,9.56,149.1146302,0.318966419,18.85278125,76,7990,3.133618021,41.7426842,"Wood","Croton gratissimus"
"888",200,"Namibia","Sonop",60,2,2,0.8038,0.5,5.5,11.5,238.3837595,0.240290807,20.354,24,858,4.115861224,41.02523855,"Herb","Neorautanenia amboensis"
"889",200,"Namibia","Sonop",60,2,2,0.8038,1,14.5,11.85,124.7399087,0.411879675,2.881927778,75,4355,3.259430044,42.74501789,"Wood","Mundulea sericea"
"890",200,"Namibia","Sonop",60,2,2,0.8038,3,18,4.1,110.9655172,0.385638298,3.218,81,4216,NA,NA,"Herb","Ozoroa schinzii"
"891",200,"Namibia","Sonop",60,2,2,0.8038,1,4,50.1,103.4995626,0.452533964,1.971666667,51,1950,NA,NA,"Grass","Aristida meridionalis"
"892",200,"Namibia","Sonop",60,2,2,0.8038,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Rhynchosia totta"
"893",200,"Namibia","Sonop",60,2,2,0.8038,0.5,4.5,8,161.65405,0.30228833,21.3545,39,255,NA,NA,"Herb","Sida cordifolia"
"894",200,"Namibia","Sonop",60,2,2,0.8038,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Eragrostis pallens"
"895",200,"Namibia","Sonop",60,2,2,0.8038,11.5,58.5,27.87333333,122.8808389,0.40492352,0.860761156,86,6840,0.843666776,21.7704485,"Grass","Stipagrostis uniplumis"
"896",200,"Namibia","Sonop",60,2,2,0.8038,0.5,1.5,1.9,163.0859375,0.32,0.094886364,23,378,NA,NA,"Herb","Asparagus sp."
"897",200,"Namibia","Sonop",60,2,2,0.8038,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Merremia tridentata"
"898",200,"Namibia","Sonop",60,2,2,0.8038,2,7.5,8.295,84.68417755,0.493548565,15.03633333,36,280,2.246714086,44.01850128,"Wood","Ochna pulchra"
"899",200,"Namibia","Sonop",60,2,2,0.8038,8.5,25,12.5,115.5122771,0.406967888,17.62098077,206,11616,2.586217892,44.34166182,"Wood","Baissea wulfhorstii"
"900",200,"Namibia","Sonop",60,2,2,0.8038,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Acacia fleckii"
"901",201,"Namibia","Sonop",60,3,1,0.8038,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Mundulea sericea"
"902",201,"Namibia","Sonop",60,3,1,0.8038,83.5,129,7.73,67.41020123,0.452464495,11.92241667,386,111800,1.886448031,42.71582668,"Wood","Terminalia sericea"
"903",201,"Namibia","Sonop",60,3,1,0.8038,4,61.5,3.1,119.5154421,0.460804609,2.191328571,165,47250,2.297382845,42.47470512,"Wood","Combretum engleri"
"904",201,"Namibia","Sonop",60,3,1,0.8038,5,413,4.366666667,116.5734392,0.436409038,11.04344444,280,70200,2.488459168,39.57307577,"Wood","Bauhinia petersiana"
"905",201,"Namibia","Sonop",60,3,1,0.8038,26,128.5,53.82142857,212.1789609,0.237035107,8.602158818,85,7752,1.755073795,38.25556108,"Grass","Digitaria seriata"
"906",201,"Namibia","Sonop",60,3,1,0.8038,50,478,7.68,91.15826446,0.436204215,15.52456667,330,127800,2.308763549,38.77975497,"Wood","Combretum zeyheri"
"907",201,"Namibia","Sonop",60,3,1,0.8038,25,62.5,5.225,141.888511,0.397213428,4.0540125,260,50700,2.827121818,39.85696571,"Wood","Grewia flavescens"
"908",201,"Namibia","Sonop",60,3,1,0.8038,4,53,5.9,86.62338252,0.430541751,9.4358,195,58800,1.635915037,44.5997852,"Herb","Ozoroa schinzii"
"909",201,"Namibia","Sonop",60,3,1,0.8038,102.5,424,10.15,137.272213,0.330196621,22.21071212,276,26250,3.249549564,42.38643657,"Wood","Croton gratissimus"
"910",201,"Namibia","Sonop",60,3,1,0.8038,3.5,12.5,59.7,136.3174545,0.416635728,1.341855409,67,4560,0.916222612,29.44630639,"Grass","Aristida meridionalis"
"911",201,"Namibia","Sonop",60,3,1,0.8038,14,84,9.833333333,98.22815995,0.427684226,21.13105556,266,20300,2.834615179,44.28156866,"Wood","Combretum collinum"
"912",201,"Namibia","Sonop",60,3,1,0.8038,7,27,8.9,160.8421053,0.431818182,1.584592593,82,14440,NA,NA,"Wood","Acacia ataxacantha"
"913",201,"Namibia","Sonop",60,3,1,0.8038,1,24.5,9.3,170.6814402,0.20545405,17.75983333,47,3650,2.215353808,38.41370301,"Herb","Commelina africana"
"914",201,"Namibia","Sonop",60,3,1,0.8038,3,4.5,13.66666667,175.1444963,0.238254504,21.65777778,57,2368,3.199256965,40.15968098,"Herb","Neorautanenia amboensis"
"915",201,"Namibia","Sonop",60,3,1,0.8038,0.5,9,12.4,105.4827586,0.419529837,12.236,158,6500,NA,NA,"Wood","Baissea wulfhorstii"
"916",201,"Namibia","Sonop",60,3,1,0.8038,4.5,27,37.73333333,130.7302813,0.42796386,1.042973976,64,4284,0.968924847,31.60523784,"Grass","Stipagrostis uniplumis"
"917",201,"Namibia","Sonop",60,3,1,0.8038,71.5,295.5,7.055384615,113.3722443,0.379384268,18.45892308,310,58650,3.692289323,42.52948895,"Wood","Baphia massaiensis"
"918",201,"Namibia","Sonop",60,3,1,0.8038,20,82.5,8.733333333,80.55822595,0.494137367,23.94383333,460,35700,1.988098745,39.96340211,"Wood","Combretum psidioides"
"919",201,"Namibia","Sonop",60,3,1,0.8038,16.5,71.5,3.75,118.7231748,0.37877242,0.993109921,123,21875,2.100538373,39.21746506,"Wood","Commiphora angolensis"
"920",201,"Namibia","Sonop",60,3,1,0.8038,2,3,6.6,75.06825939,0.480327869,13.197,159,3600,NA,NA,"Wood","Ochna pulchra"
"921",201,"Namibia","Sonop",60,3,1,0.8038,4,10,7.15,168.7340454,0.416191191,2.539054433,165,8820,2.072024455,25.57120465,"Wood","Acacia fleckii"
"922",214,"Namibia","Viljoenskroon",65,1,3,0.9129,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Grass","Centropodia glauca"
"923",214,"Namibia","Viljoenskroon",65,1,3,0.9129,331,1063,0.591428571,116.6958998,0.522888188,0.080606573,320,672000,4.095846453,41.16359321,"Wood","Acacia mellifera"
"924",214,"Namibia","Viljoenskroon",65,1,3,0.9129,60,200,10.21666667,31.03646724,0.529349858,0.369578576,65,4200,NA,NA,"Grass","Stipagrostis amabilis"
"925",214,"Namibia","Viljoenskroon",65,1,3,0.9129,48,79,0.5,73.88051471,0.505319149,0.062778786,170,24000,2.614426393,44.8369025,"Wood","Acacia erioloba"
"926",214,"Namibia","Viljoenskroon",65,1,3,0.9129,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Rhigozum trichotomum"
"927",215,"Namibia","Viljoenskroon",65,2,2,0.9129,101,247,14.625,30.93992085,0.505477223,0.326299854,80,8000,1.349359227,36.25694249,"Grass","Stipagrostis amabilis"
"928",215,"Namibia","Viljoenskroon",65,2,2,0.9129,13,20,NA,NA,NA,NA,130,52800,NA,NA,"Wood","Rhigozum trichotomum"
"929",215,"Namibia","Viljoenskroon",65,2,2,0.9129,40,NA,0.7,60.272,0.537634409,0.074226601,430,361400,3.054982743,44.88058448,"Wood","Acacia erioloba"
"930",215,"Namibia","Viljoenskroon",65,2,2,0.9129,10,130,0.74,39.77073171,0.50617284,0.097640719,240,132000,2.190739066,45.26380857,"Wood","Acacia haematoxylon"
"931",215,"Namibia","Viljoenskroon",65,2,2,0.9129,19,59,5.8,121.325,0.266666667,0.220590909,50,400,NA,NA,"Grass","Aristida meridionalis"
"932",215,"Namibia","Viljoenskroon",65,2,2,0.9129,34,200,0.533333333,121.637963,0.417973856,0.067703828,310,324000,4.070200112,40.77086135,"Wood","Acacia mellifera"
"933",215,"Namibia","Viljoenskroon",65,2,2,0.9129,31.5,50.5,NA,NA,NA,NA,10,1092,NA,NA,"Grass","Centropodia glauca"
"934",216,"Namibia","Viljoenskroon",65,3,1,0.9129,9,41.5,1.34125,100.75449,0.347192776,0.430918743,8,45,3.076390201,39.14069032,"Wood","Aptosimum elongatum"
"935",216,"Namibia","Viljoenskroon",65,3,1,0.9129,162,595,17.18181818,38.45935325,0.437077422,0.424799192,70,3600,1.674037857,39.57154665,"Grass","Stipagrostis amabilis"
"936",216,"Namibia","Viljoenskroon",65,3,1,0.9129,20,24,4.6,53.35,0.510869565,0.172333333,263,107300,1.915862772,45.00254478,"Wood","Acacia haematoxylon"
"937",216,"Namibia","Viljoenskroon",65,3,1,0.9129,68,172,16.536,61.33495873,0.384302659,0.625598621,50,2400,0.970579456,22.54697828,"Grass","Aristida meridionalis"
"938",216,"Namibia","Viljoenskroon",65,3,1,0.9129,35,87,1.96,126.5327778,0.230793651,1.409479378,8,1950,4.061756204,39.8682293,"Herb","Senna italica"
"939",216,"Namibia","Viljoenskroon",65,3,1,0.9129,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Lycium sp."
"940",216,"Namibia","Viljoenskroon",65,3,1,0.9129,20,21,3,126.3969697,0.358695652,2.317277778,120,6000,NA,NA,"Wood","Grewia flava"
"941",216,"Namibia","Viljoenskroon",65,3,1,0.9129,6,50,15,54.46333333,0.491803279,0.742681818,35,100,0.858927295,25.77348536,"Grass","Stipagrostis obtusa"
"942",216,"Namibia","Viljoenskroon",65,3,1,0.9129,2,61,NA,NA,NA,NA,5,100,NA,NA,"Grass","Centropodia glauca"
"943",247,"South Africa","Tierberg",77,1,3,0.8818,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Osteospermum sinuatum"
"944",247,"South Africa","Tierberg",77,1,3,0.8818,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Berkheya heterophylla"
"945",247,"South Africa","Tierberg",77,1,3,0.8818,81,372,1.034285714,23.53838308,0.223572901,0.416305807,21,1880,2.018843636,32.40366125,"Wood","Ruschia spinosa"
"946",247,"South Africa","Tierberg",77,1,3,0.8818,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Drosanthemum hispidum"
"947",247,"South Africa","Tierberg",77,1,3,0.8818,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Stapeliopsis sp."
"948",247,"South Africa","Tierberg",77,1,3,0.8818,6.5,23.5,1.195,84.55719462,0.546464646,0.076381996,16,374,NA,NA,"Wood","Pentzia lanata"
"949",247,"South Africa","Tierberg",77,1,3,0.8818,25,134,1.03,21.64495713,0.201422387,0.4752,6.5,475,1.491943174,28.78158883,"Herb","Rhinephyllum graniforme"
"950",247,"South Africa","Tierberg",77,1,3,0.8818,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Thesium lineatum"
"951",247,"South Africa","Tierberg",77,1,3,0.8818,6.5,30,4.9,137.5750509,0.154347088,6.36675,5,10,NA,NA,"Herb","Lachenalia maughanii"
"952",247,"South Africa","Tierberg",77,1,3,0.8818,3,10.5,0.9,35.72413793,0.204225352,0.172666667,37,600,NA,NA,"Herb","Drosanthemum lique"
"953",247,"South Africa","Tierberg",77,1,3,0.8818,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Hermannia grandiflora"
"954",247,"South Africa","Tierberg",77,1,3,0.8818,8,59,1.685,57.0952381,0.380721831,0.210166667,21,870,1.724840246,36.88955648,"Wood","Pteronia viscosa"
"955",247,"South Africa","Tierberg",77,1,3,0.8818,7,17,1.433333333,22.0888622,0.217751863,0.510430556,5,121,1.392360359,30.674754,"Herb","Ruschia approximata"
"956",247,"South Africa","Tierberg",77,1,3,0.8818,1,1,0.7,71.90909091,0.326732673,0.069794118,9,115,NA,NA,"Wood","Monsonia camdeboensis"
"957",247,"South Africa","Tierberg",77,1,3,0.8818,5,27,1,36.65882353,0.31598513,0.090318841,33,740,NA,NA,"Wood","Zygophyllum retrofractum"
"958",247,"South Africa","Tierberg",77,1,3,0.8818,71,302.5,0.861,125.3602728,0.277714254,0.079303892,75,8840,3.114882464,31.38695021,"Wood","Lycium schizocalyx"
"959",247,"South Africa","Tierberg",77,1,3,0.8818,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Pteronia pallens"
"960",247,"South Africa","Tierberg",77,1,3,0.8818,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Eriocephalus ambiguus"
"961",247,"South Africa","Tierberg",77,1,3,0.8818,85,378.5,2.104444444,59.86348086,0.126534719,0.473350859,51,3300,1.861065406,19.67527671,"Herb","Phyllobolus splendens"
"962",247,"South Africa","Tierberg",77,1,3,0.8818,3,21.5,0.75,75.6821267,0.570625281,0.035901196,12,209,1.933079095,36.77403881,"Herb","Chrysocoma ciliata"
"963",247,"South Africa","Tierberg",77,1,3,0.8818,13,59,0.466666667,88.06978986,0.554164808,0.024553875,18,925,1.527098747,37.03617126,"Wood","Eriocephalus ericoides"
"964",247,"South Africa","Tierberg",77,1,3,0.8818,5,15,1.2,37.62295082,0.393548387,0.104318182,19,483,NA,NA,"Herb","Galenia fruticosa"
"965",247,"South Africa","Tierberg",77,1,3,0.8818,8,42,0.786666667,49.40730838,0.170973401,0.136598347,12,384,NA,NA,"Herb","Drosanthemum praecultum"
"966",247,"South Africa","Tierberg",77,1,3,0.8818,10,69,1.9,82.48499062,0.173412187,0.340893939,10,300,3.812394832,32.10565466,"Herb","Tetragonia spicata"
"967",247,"South Africa","Tierberg",77,1,3,0.8818,2,11,1.15,62.68736842,0.296418129,0.08790625,5,76.5,4.306870095,34.78857589,"Herb","Limeum aethiopicum"
"968",247,"South Africa","Tierberg",77,1,3,0.8818,10,32,1.8,93,0.25,0.19375,29,2300,NA,NA,"Herb","Galenia africana"
"969",248,"South Africa","Tierberg",77,2,2,0.8812,7,17,0.55,40.76765083,0.267150748,0.052452821,29,156,3.816671227,35.48876832,"Herb","Tetragonia spicata"
"970",248,"South Africa","Tierberg",77,2,2,0.8812,160,872,0.9295,17.58848881,0.271294469,0.468334286,28.5,3402,0.880842426,33.88394026,"Wood","Ruschia spinosa"
"971",248,"South Africa","Tierberg",77,2,2,0.8812,10,42,0.4,27.04950495,0.696551724,0.036426667,38,1332,NA,NA,"Wood","Pteronia sordida"
"972",248,"South Africa","Tierberg",77,2,2,0.8812,0.5,5.5,0.3,66.17857143,0.430769231,0.047512821,2.5,24,NA,NA,"Herb","Crassula muscosa"
"973",248,"South Africa","Tierberg",77,2,2,0.8812,37,67,0.806666667,36.0499983,0.512321684,0.054742341,26,1628,1.010809089,31.07118914,"Herb","Galenia fruticosa"
"974",248,"South Africa","Tierberg",77,2,2,0.8812,5,9,0.605,70.18578256,0.355496988,0.059821368,NA,NA,2.489761121,35.51536047,"Wood","Monsonia camdeboensis"
"975",248,"South Africa","Tierberg",77,2,2,0.8812,2,6.5,1.333333333,29.76618244,0.272886094,0.243287037,20,25,NA,NA,"Herb","Crassula subaphylla"
"976",248,"South Africa","Tierberg",77,2,2,0.8812,2,8,0.925,79.54078928,0.249387755,0.074964137,15,18,2.75274742,35.11143936,"Wood","Pelargonium karooicum"
"977",248,"South Africa","Tierberg",77,2,2,0.8812,0.5,2.5,4,82.94117647,0.182403433,3.525,1,2.76,NA,NA,"Herb","Lachenalia maughanii"
"978",248,"South Africa","Tierberg",77,2,2,0.8812,108,626,1.067222222,54.4852924,0.576692107,0.082581082,55,5544,0.829441183,32.97710642,"Wood","Pteronia viscosa"
"979",248,"South Africa","Tierberg",77,2,2,0.8812,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Euphorbia caterviflora"
"980",248,"South Africa","Tierberg",77,2,2,0.8812,3,61,1.6,90.08695652,0.097251586,0.218105263,24.5,255,1.858205781,27.28252411,"Herb","Phyllobolus splendens"
"981",248,"South Africa","Tierberg",77,2,2,0.8812,41,294,0.357142857,64.45260335,0.587170868,0.012345105,34,3009,1.236322261,39.99213755,"Wood","Eriocephalus ericoides"
"982",248,"South Africa","Tierberg",77,2,2,0.8812,44,156,0.573333333,69.21036111,0.60851202,0.026023918,30,728,1.045744626,39.34686383,"Herb","Chrysocoma ciliata"
"983",248,"South Africa","Tierberg",77,2,2,0.8812,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Pteronia pallens"
"984",248,"South Africa","Tierberg",77,2,2,0.8812,2,3,2.03,11.26131687,0.272268908,1.36825,5,68,0.280710211,20.77853422,"Herb","Hereroa latipetala"
"985",248,"South Africa","Tierberg",77,2,2,0.8812,17,81,1.24,97.42571517,0.742248062,0.061264188,19,1140,NA,NA,"Wood","Pentzia lanata"
"986",248,"South Africa","Tierberg",77,2,2,0.8812,45,52,0.866666667,140.2153086,0.39729736,0.044022016,59,2255,3.041108363,39.81386461,"Herb","Asparagus recurvispinus"
"987",248,"South Africa","Tierberg",77,2,2,0.8812,57,370,0.998571429,16.41586351,0.258884082,0.419029365,7,810,0.938607393,33.03568017,"Herb","Rhinephyllum graniforme"
"988",248,"South Africa","Tierberg",77,2,2,0.8812,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Senecio radicans"
"989",248,"South Africa","Tierberg",77,2,2,0.8812,3,8,1.6,176.5806452,0.111111111,0.2737,21,396,NA,NA,"Herb","Othonna sp."
"990",249,"South Africa","Tierberg",77,4,0,0.8828,218,1323.5,1.03,20.29717192,0.227858325,0.452852617,26,3024,0.951218364,33.56399681,"Wood","Ruschia spinosa"
"991",249,"South Africa","Tierberg",77,4,0,0.8828,2,5,2.025,29.97238677,0.186707774,0.53,4,22,0.888476093,22.02003335,"Herb","Crassula deltoidea"
"992",249,"South Africa","Tierberg",77,4,0,0.8828,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Malephora lutea"
"993",249,"South Africa","Tierberg",77,4,0,0.8828,44,179,1.118333333,26.53563233,0.231779334,0.251825894,28,308,0.569898536,28.32087628,"Herb","Crassula subaphylla"
"994",249,"South Africa","Tierberg",77,4,0,0.8828,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Augea capensis"
"995",249,"South Africa","Tierberg",77,4,0,0.8828,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"Wood","Pteronia empetrifolia"
"996",249,"South Africa","Tierberg",77,4,0,0.8828,2,39,0.75,51.33333333,0.174887892,0.074148148,11,832,NA,NA,"Herb","Brownanthus ciliatus"
"997",249,"South Africa","Tierberg",77,4,0,0.8828,2,25,0.67,52.72580645,0.163157895,0.125730769,4.5,216,NA,NA,"Herb","Drosanthemum praecultum"
"998",249,"South Africa","Tierberg",77,4,0,0.8828,23,116,2.5,13.65979681,0.233187087,1.024691667,11.5,564,0.29352944,19.6472153,"Herb","Hereroa latipetala"
"999",249,"South Africa","Tierberg",77,4,0,0.8828,196,1079,1.34,81.93567907,0.240081822,0.243160314,41,3599,2.233435912,24.86404232,"Herb","Osteospermum sinuatum"
"1000",249,"South Africa","Tierberg",77,4,0,0.8828,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Drimia intricata"
"1001",249,"South Africa","Tierberg",77,4,0,0.8828,7,17,0.286,63.97966117,0.411234893,0.028719882,22,336,NA,NA,"Herb","Crassula muscosa"
"1002",249,"South Africa","Tierberg",77,4,0,0.8828,2,5,1.3,78.15555556,0.157894737,0.251214286,17,528,NA,NA,"Herb","Tetragonia spicata"
"1003",249,"South Africa","Tierberg",77,4,0,0.8828,2,9,1.43,58.74193548,0.149277689,0.18837931,15,1530,NA,NA,"Herb","Phyllobolus splendens"
"1004",249,"South Africa","Tierberg",77,4,0,0.8828,5,93,3.8,12.4860466,0.207573714,1.6123,25.5,645,0.336609062,21.12232847,"Herb","Hereroa fimbriata"
"1005",249,"South Africa","Tierberg",77,4,0,0.8828,34,164,1.02,39.91114659,0.36067337,0.082955333,29,812,1.591845366,30.21513204,"Herb","Galenia fruticosa"
"1006",249,"South Africa","Tierberg",77,4,0,0.8828,284,1051,2.061666667,31.8181621,0.47837468,0.144963767,64,9120,1.089540522,20.28239696,"Wood","Pteronia pallens"
"1007",250,"South Africa","Wheatlands",78,1,3,0.8508,5.5,16.5,1.25,165.525,0.202020202,0.275675,2,960,4.633528579,38.76411156,"Herb","Tribulus terrestris"
"1008",250,"South Africa","Wheatlands",78,1,3,0.8508,27,108,1.453333333,102.2971842,0.3299104,0.119949466,19,1332,2.155767446,38.19296037,"Wood","Rosenia humilis"
"1009",250,"South Africa","Wheatlands",78,1,3,0.8508,17,47.5,0.456666667,80.99608586,0.375697742,0.03032624,20,2200,1.890504416,37.02020002,"Wood","Eriocephalus ericoides"
"1010",250,"South Africa","Wheatlands",78,1,3,0.8508,2.5,8.5,1.37,108.3343838,0.041354734,0.38432381,8,221,2.241579992,32.92220477,"Herb","Senecio radicans"
"1011",250,"South Africa","Wheatlands",78,1,3,0.8508,5.5,21.5,1.95,103.1145833,0.055560422,0.610707893,15,238,NA,NA,"Herb","Trichodiadema setuliferum"
"1012",250,"South Africa","Wheatlands",78,1,3,0.8508,62,371,1.002727273,104.5882963,0.295797353,0.351994202,19,2208,3.257490622,37.13955199,"Wood","Hermannia cuneifolia"
"1013",250,"South Africa","Wheatlands",78,1,3,0.8508,2.5,24,6.666666667,158.0620202,0.097381988,1.896566667,8,90,6.175650144,31.78809191,"Herb","Bulb sp1"
"1014",250,"South Africa","Wheatlands",78,1,3,0.8508,77.5,445.5,10.14111111,173.7917864,0.424062067,0.525499008,22,90,1.835986333,36.41031472,"Grass","Aristida congesta"
"1015",250,"South Africa","Wheatlands",78,1,3,0.8508,42,164,1.3,105.2143774,0.259366672,0.332411508,21,1750,3.301679912,37.30999332,"Wood","Monsonia crassicaulis"
"1016",250,"South Africa","Wheatlands",78,1,3,0.8508,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,"Herb","Drosanthemum praecultum"
"1017",250,"South Africa","Wheatlands",78,1,3,0.8508,1,3,2.1,121.5263158,0.37254902,0.4618,2.5,27.5,NA,NA,"Grass","Cynodon incompletus"
"1018",250,"South Africa","Wheatlands",78,1,3,0.8508,30.5,101.5,NA,NA,NA,NA,25,3016,NA,NA,"Herb","Euphorbia ferox"
"1019",250,"South Africa","Wheatlands",78,1,3,0.8508,2,25,1.2,145.6451613,0.276785714,0.03369403,15,272,NA,NA,"Herb","Asparagus mucronatus"
"1020",250,"South Africa","Wheatlands",78,1,3,0.8508,1,4,1.8,63.58173077,0.347115385,0.122865385,4,25,3.247022361,35.85516639,"Herb","Limeum aethiopicum"
"1021",250,"South Africa","Wheatlands",78,1,3,0.8508,89.5,600.5,1.096,43.36491635,0.144523857,0.335566891,21,1485,2.00942434,33.31270443,"Wood","Ruschia spinosa"
