"","formula"
"466","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FDiv+FRic:FEve+(1|site_ID)"
"467","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"468","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"469","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"470","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"471","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"472","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"473","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"474","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"475","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"476","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"477","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"478","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"479","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"480","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"481","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"482","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"483","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"484","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"485","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"486","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"487","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"488","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"489","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"490","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"491","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"492","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+(1|site_ID)"
"493","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+(1|site_ID)"
"494","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+graz:FEve+FRic:FEve+(1|site_ID)"
"495","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+aridity:FRic+aridity:FEve+(1|site_ID)"
"496","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+aridity:FRic+FRic:FEve+(1|site_ID)"
"497","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"498","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"499","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"500","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"501","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:aridity+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"502","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"503","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"504","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"505","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FRic+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"506","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+graz:FEve+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"507","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FRic+(1|site_ID)"
"508","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FDiv+(1|site_ID)"
"509","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+graz:FDiv+FRic:FDiv+(1|site_ID)"
"510","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+aridity:FRic+aridity:FDiv+(1|site_ID)"
"511","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+aridity:FRic+FRic:FDiv+(1|site_ID)"
"512","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"513","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"514","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"515","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"516","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:aridity+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"517","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"518","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"519","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"520","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FRic+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"521","mean_NIntc_rich_binom~graz+aridity+FRic+FDiv+graz:FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"522","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FEve+(1|site_ID)"
"523","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FDiv+(1|site_ID)"
"524","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"525","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+aridity:FDiv+(1|site_ID)"
"526","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+FEve:FDiv+(1|site_ID)"
"527","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"528","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"529","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"530","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"531","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:aridity+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"532","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"533","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"534","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"535","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FEve+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"536","mean_NIntc_rich_binom~graz+aridity+FEve+FDiv+graz:FDiv+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"537","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FEve+(1|site_ID)"
"538","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FRic:FDiv+(1|site_ID)"
"539","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"540","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"541","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"542","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"543","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"544","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"545","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"546","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FRic+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"547","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"548","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"549","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"550","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FEve+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"551","mean_NIntc_rich_binom~graz+FRic+FEve+FDiv+graz:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"552","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"553","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"554","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"555","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"556","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"557","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"558","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"559","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"560","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"561","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FRic+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"562","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"563","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"564","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+aridity:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"565","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FEve+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"566","mean_NIntc_rich_binom~aridity+FRic+FEve+FDiv+aridity:FDiv+FRic:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"567","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+graz:FDiv+(1|site_ID)"
"568","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FRic+(1|site_ID)"
"569","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FEve+(1|site_ID)"
"570","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+aridity:FDiv+(1|site_ID)"
"571","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+FRic:FEve+(1|site_ID)"
"572","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+FRic:FDiv+(1|site_ID)"
"573","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FEve+FEve:FDiv+(1|site_ID)"
"574","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FRic+(1|site_ID)"
"575","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FEve+(1|site_ID)"
"576","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+aridity:FDiv+(1|site_ID)"
"577","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+FRic:FEve+(1|site_ID)"
"578","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+FRic:FDiv+(1|site_ID)"
"579","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+graz:FDiv+FEve:FDiv+(1|site_ID)"
"580","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FRic+aridity:FEve+(1|site_ID)"
"581","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FRic+aridity:FDiv+(1|site_ID)"
"582","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FRic+FRic:FEve+(1|site_ID)"
"583","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FRic+FRic:FDiv+(1|site_ID)"
"584","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FRic+FEve:FDiv+(1|site_ID)"
"585","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"586","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"587","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"588","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"589","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"590","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"591","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"592","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"593","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"594","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"595","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FRic+(1|site_ID)"
"596","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FEve+(1|site_ID)"
"597","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+aridity:FDiv+(1|site_ID)"
"598","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+FRic:FEve+(1|site_ID)"
"599","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+FRic:FDiv+(1|site_ID)"
"600","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+graz:FDiv+FEve:FDiv+(1|site_ID)"
"601","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FRic+aridity:FEve+(1|site_ID)"
"602","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FRic+aridity:FDiv+(1|site_ID)"
"603","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FRic+FRic:FEve+(1|site_ID)"
"604","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FRic+FRic:FDiv+(1|site_ID)"
"605","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FRic+FEve:FDiv+(1|site_ID)"
"606","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+aridity:FDiv+(1|site_ID)"
"607","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+FRic:FEve+(1|site_ID)"
"608","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+FRic:FDiv+(1|site_ID)"
"609","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FEve+FEve:FDiv+(1|site_ID)"
"610","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"611","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"612","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"613","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"614","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"615","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"616","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FRic+aridity:FEve+(1|site_ID)"
"617","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FRic+aridity:FDiv+(1|site_ID)"
"618","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FRic+FRic:FEve+(1|site_ID)"
"619","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FRic+FRic:FDiv+(1|site_ID)"
"620","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FRic+FEve:FDiv+(1|site_ID)"
"621","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+aridity:FDiv+(1|site_ID)"
"622","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+FRic:FEve+(1|site_ID)"
"623","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+FRic:FDiv+(1|site_ID)"
"624","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FEve+FEve:FDiv+(1|site_ID)"
"625","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+FRic:FEve+(1|site_ID)"
"626","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"627","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"628","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"629","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
"630","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+graz:FDiv+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"631","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FEve+aridity:FDiv+(1|site_ID)"
"632","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FEve+FRic:FEve+(1|site_ID)"
"633","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FEve+FRic:FDiv+(1|site_ID)"
"634","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FEve+FEve:FDiv+(1|site_ID)"
"635","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FDiv+FRic:FEve+(1|site_ID)"
"636","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"637","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"638","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+FRic:FEve+FRic:FDiv+(1|site_ID)"
"639","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+FRic:FEve+FEve:FDiv+(1|site_ID)"
"640","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FRic+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"641","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+aridity:FDiv+FRic:FEve+(1|site_ID)"
"642","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+aridity:FDiv+FRic:FDiv+(1|site_ID)"
"643","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+aridity:FDiv+FEve:FDiv+(1|site_ID)"
"644","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+FRic:FEve+FRic:FDiv+(1|site_ID)"
"645","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+FRic:FEve+FEve:FDiv+(1|site_ID)"
"646","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FEve+FRic:FDiv+FEve:FDiv+(1|site_ID)"
"647","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FDiv+FRic:FEve+FRic:FDiv+(1|site_ID)"
"648","mean_NIntc_rich_binom~graz+aridity+FRic+FEve+FDiv+graz:aridity+aridity:FDiv+FRic:FEve+FEve:FDiv+(1|site_ID)"
