Country,Site,Plot,Genus,Species,coverDryfun20,coverBiodesert100,MeanLL,MeanSLA,MeanLDMC,MeanLA,MaxH,MaxLS,Phenolics,isotopic_d15N,isotopic_d13C,percentN,percentC,P,Al,Ba,Ca,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,Pb,S,Sr,Ti,Zn,Cd,As,Life_form,ELE-ALOS30,Lat_decimal,Long_decimal,ASPECT-ALOS30,SLOPE-ALOS30,AMT,RAI,RASE,AI,ARIDITY,BS_Tst,SAC b,WHC b,pH b,ORC b
Kenya,Kalama,1,Melhania,velutina,1,3,3,234.3617021,,1.468666667,5.5,15,,,,,,,,,,,,,,,,,,,,,,,,,Herb,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Sericocomopsis,hildebrandtii,269,1345,3.666666667,276.2880608,,5.692055556,70,9680,26.26876712,10.95125572,-25.65438249,1.663148758,34.48923854,818.84,1949.2,45.92,31141.23,3.77,7.9,1524.89,26800.32,8516.88,336.86,728.61,3.45,,1493.98,73.19,158.1,12.27,,,Wood,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Achyranthes,aspera,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Eragrostis,sp.,3,13,3,120.6481481,,0.434333333,17,22.5,,4.342672761,-17.13088556,0.725407781,32.85732761,,,,,,,,,,,,,,,,,,,,Grass,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Indigofera,spinosa,362,1582,8.333333333,244.2900593,,0.184363095,34,4148,,4.30425366,-27.8214298,2.053247344,34.69646427,,,,,,,,,,,,,,,,,,,,Wood,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Kedrostis,gijef,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Indigofera,circinella,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Ipomoea,hildebrandtii,15,15,3,371.9230769,,5.802,17,12100,,,,,,,,,,,,,,,,,,,,,,,,,Wood,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Sericocomopsis,pallida,10,10,3,280.7228916,,3.883333333,50,910,,,,,,,,,,,,,,,,,,,,,,,,,Wood,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Heliotropium,sp.,20,102,29,191.969112,,0.165733333,34,7740,,,,,,,,,,,,,,,,,,,,,,,,,Herb,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Heliotropium,strigosum,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,1,Commiphora,sp.,25,25,5,514.7482014,,1.431,400,270300,,,,,,,,,,,,,,,,,,,,,,,,,Wood,895,0.68808,37.62736,116.5634003,2.073147297,23.7875,466,104.76792,0.2221,0.7779,0.706666667,78.22222222,21.875,8.03,2.521465161
Kenya,Kalama,2,Indigofera,circinella,37,104,6.5,355.3769372,,0.511375,48,3400,,2.735841133,-27.44426541,2.135371428,33.30638085,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Acacia,gerrardii,90,90,,,,,3,36,,,,,,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Justicia,sp.,1,7,,,,,15,45,,,,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Ipomoea,obscura,10,48,2,385.9302326,,4.9785,35,3480,,,,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Commiphora,abyssinica,60,209,4,396.2133333,,1.34425,350,157584,,8.366156831,-29.49270999,2.285061422,38.98010901,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Melhania,velutina,5,29,3,98.0625,,0.523,4.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Acacia,tortilis,90,476,5,114.2450766,,5.221,250,205390,,,,,,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Chloris,pychnothrix,4,64,8.333333333,341.4258323,,0.866130556,33,54,,4.836184211,-13.41492758,1.566448581,36.04258921,,,,,,,,,,,,,,,,,,,,Grass,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Melhania,ovata,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Sericocomopsis,pallida,104,389,3.142857143,361.5832485,,7.23872619,53,11984,27.08371662,8.343975396,-26.03920964,1.349997194,33.60611965,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Lantana,viburnoides,12,45,4,296.4756447,,2.58675,120,14100,,,,,,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Kedrostis,gijef,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Vernonia,sp.,15,,4,382.1028037,,2.04425,62,1380,,,,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Barleria,acanthoides,46,119,5,191.1617136,,0.668128571,30,2115,7.189382316,9.716000705,-26.10254119,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Maerua,sp.,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Heliotropium,sp.,97,357,21,240.9087336,,0.226356654,40,4960,4.871078029,4.753817845,-16.44785408,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Ipomoea,sp.,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Oropetium,thomaeum,8,,18.66666667,209.3323098,,0.564060844,13,12.5,12.16061902,6.734919067,-14.59848468,,,,,,,,,,,,,,,,,,,,,,Grass,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Sericocomopsis,hildebrandtii,242,1122,4.615384615,266.6547658,,3.943012821,68,10580,21.77755285,9.822538387,-24.91136392,1.721928298,34.03964117,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,2,Indigofera,spinosa,345,1527,8.5,253.5406184,,0.195529337,39,3780,10.26340977,4.685494587,-26.87038122,1.746072923,34.88679164,,,,,,,,,,,,,,,,,,,,Wood,896,0.68808,37.61069,270,0.927476823,23.63333,466,104.14812,0.2239,0.7761,0.585555556,75.11111111,22.48062016,7.94,3.114959245
Kenya,Kalama,3,Vernonia,sp.,25,299,4,236.1666667,,0.8502,56,4968,,10.94225431,-27.68657332,2.31102286,38.17580577,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Grewia,tembensis,115,445,4.75,284.3211073,,3.8552,180,51520,21.46872869,15.05674665,-26.05696335,1.954377616,37.55091347,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Grewia,bicolor,15,15,8,306.5086207,,3.5555,200,52900,,,,,,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Sericocomopsis,pallida,54,64,3.333333333,346.2829469,,5.67825,133,22950,27.24555702,10.4409162,-25.99252581,1.31628204,30.68501712,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Indigofera,spinosa,148,695,12,304.8648649,,0.2256,60,3538,,10.12191928,-29.00965145,1.329559361,29.8236211,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Barleria,acanthoides,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Heliotropium,sp.,31,115,19,285.208233,,0.239608333,32,3575,,7.859121953,-13.6385191,1.466218688,33.86984851,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Acacia,tortilis,515,1951,9.111111111,109.0912284,,2.429852469,500,325000,89.68824688,12.42310749,-25.31816407,2.708602461,41.07483022,1641.83,632.99,40.34,15705.62,1.05,4.93,528.25,9018.99,2249.33,30.51,627.18,1.83,,2454.83,123.12,42.59,16.39,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Melhania,ovata,1,1,4,185.508982,,3.098,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Commiphora,sp.,38,194,21,150.1230136,,1.140889952,200,108000,16.46453586,17.90857249,-30.70692126,4.743546162,33.5201403,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Justicia,sp.,64,416,4.285714286,334.9337994,,2.662092857,70,4920,,,,,,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Oropetium,thomaeum,1,,20,214.2729306,,0.504105263,2,4,,,,,,,,,,,,,,,,,,,,,,,,,Grass,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Caucanthus,albidus,27,158,5.5,332.3541782,,2.900589286,128,33600,,9.382859751,-27.02993514,,,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Chloris,pychnothrix,2,27,16,116.4912281,,0.142285714,2.5,8,,,,,,,,,,,,,,,,,,,,,,,,,Grass,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Maerua,sp.,1,6,21,64.02158273,,0.423761905,33,1221,,,,,,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Melhania,velutina,1,24,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Sericocomopsis,hildebrandtii,235,1035,6,199.6742082,,2.398803175,78,16000,91.408317,13.51392031,-26.92804583,2.016587611,36.94361043,815.94,1582.41,31.06,16259.88,3.7,5.72,1257.08,30731.41,6693.15,143.14,292.22,2.8,,2265.86,73.84,142.77,16.58,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Kedrostis,gijef,2,177,3.2,208.6516854,,2.7855,15,130,,,,,,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Solanum,lanzae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Kalama,3,Indigofera,circinella,61,279,9.5,370.9210881,,0.35045,31,1344,,9.855676043,-27.52772127,1.772097163,34.1297055,,,,,,,,,,,,,,,,,,,,Herb,899,0.68861,37.6065,134.9979248,1.311488509,23.50417,473,103.62502,0.2296,0.7704,0.637777778,75.22222222,23.07692308,8.11,5.433995904
Kenya,Rumuruti,1,Leucas,martinicensis,1,,5,400.2542373,,3.54225,7,10.5,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Harpachne,schimperi,1,5,5,251.349481,,1.210666667,2.5,28,,,,,,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Craterostigma,hirsutum,145,781,3.375,173.1738229,,3.2779375,5,108,66.59338774,1.982391089,-29.09371787,1.49561761,30.47034542,1632.25,10871.16,160.6,7403.88,7.67,12.01,8649.37,9305.82,2010.58,463.83,282.89,6.46,2.79,767.41,34.61,365.7,76,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Portulaca,quadrifida,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Pycreus,sp.,1,2,5,116.3844394,,1.0172,3,20,,,,,,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Pennisetum,mezianum,1,26,10,185.75,,0.278625,8,112,,,,,,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Justicia,sp.,29,147,7.857142857,225.1868836,,0.456059184,3.5,288,32.05958063,5.716523773,-30.26790734,2.447020413,34.58859864,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Indigofera,spinosa,28,94,8,164.1799089,,0.461655028,5,100,13.6209619,-1.748595704,-28.26772207,,,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Ipomoea,sp.,3,15,4,246.3509716,,2.573766667,3.5,18,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Spermacoce,sp.,3,25,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Indigofera,bogdanii,8,30,4.666666667,162.1127886,,1.037077778,6.5,72,6.73599983,-1.456068698,-29.3821476,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Ipomoea,obscura,40,62,2.5,152.6334597,,26.53041667,34,9212,,6.362997517,-28.31557993,2.554497808,31.7954732,4542.78,12420.74,49.04,11163.96,17.42,40.34,7726.56,30805.54,4305.96,366.93,6041.96,6.63,,3354.26,36.03,452.74,318.99,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Psiadia,puncutulata,5,5,3,157.0720969,,19.02666667,65,990,,,,,,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Panicum,sp.,272,1657,16.5,222.0489097,,0.893012103,11,48,,,,,,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Aloe,secundiflora,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Amaranthus,dubius,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Aristida,adoensis,6,13,3.5,162.0467836,,0.69275,35,210,,2.702017143,-13.7497043,1.235426539,29.91452302,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Abutilon,grandiforum,1,5,2,288.9864865,,4.277,4,8.75,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Acacia,seyal,30,80,3,58.31692913,,1.975,59,6050,,-0.148367067,-29.03129144,2.118239565,34.63343366,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Galium,sp.,1,1,15,302.6845638,,0.41,3.5,7,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Sida,cuneifolia,5,33,8,152.0506329,,0.858,3.5,169,,8.899977547,-28.25044455,3.126911068,36.73217609,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Lippia,sp.,4,4,10,264.4720497,,0.4258,10,30,,4.597997675,-30.73259394,1.940935975,42.13031214,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Kedrostis,gijef,2,3,3,169.2972182,,3.854333333,2,270,,,,,,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Cynodon,dactylon,156,812,11.53846154,234.4743041,,0.64478168,6,416,21.11901294,3.213227575,-14.48886543,1.305012097,35.37137595,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Psiadia,paniculata,60,126,3,140.871782,,24.28233333,112,8415,49.19023824,4.03014352,-27.47681535,1.928063319,40.46219839,1895.08,2221.37,12.05,9949.63,16.61,15.03,1733.18,38626.77,1959.26,204,119.09,5.47,,1292.73,31.87,87.12,47.1,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Oxalys,sp.,1,2,7,402.8169014,,0.408571429,2.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Commelina,benghalensis,4,9,3.5,355.324294,,3.558625,7,180,,8.260229883,-29.55525743,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Kleinia,sp.,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herb,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Eragrostis,sp.,179,708,7.5,160.56673,,0.702783376,13,100,19.48204129,3.660446026,-13.95220084,0.98374227,34.68988049,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Acacia,gerrardii,57,128,3.75,83.24588779,,1.6529875,88,10710,166.4162547,-1.325756404,-28.30173937,2.210186832,45.39906108,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Sporobolus,pyramidalis,5,5,15,129.0180879,,1.664333333,9,56,,,,,,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Lantana,trifolia,1,1,3,299.2592593,,1.616,4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Hibiscus,flavifolius,35,75,3,158.8390369,,13.59483333,37,720,,,,,,,,,,,,,,,,,,,,,,,,,Wood,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
Kenya,Rumuruti,1,Themeda,triandra,374,1926,6.4375,214.6309206,,1.53247266,35,700,43.70302473,3.67885419,-12.54824713,1.496498155,39.04148767,,,,,,,,,,,,,,,,,,,,Grass,1866,0.24289,36.54833,45.00025558,1.311447144,17.12917,716,41.61933,0.4427,0.5573,0.364444444,43.33333333,33.77483444,6.4,11.60096915
