"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"541",137,"42_1","Lohondor","Iran",1,"Asperula","arvensis",1.6025,104.8007196,0.351888717,0.112348512,28,70,42,3,0.8177,"Asperula arvensis"
"542",137,"42_1","Lohondor","Iran",1,"Centaurea","sp.",3.27,65.4,0.228310502,1.09,28,60,42,3,0.8177,"Centaurea sp."
"543",138,"42_2","Lohondor","Iran",2,"Achillea","biebersteinii",4.941818182,87.20499834,0.417745679,1.253257576,36,48,42,2,0.8177,"Achillea biebersteinii"
"544",138,"42_2","Lohondor","Iran",2,"Asperula","arvensis",1.753,55.87962235,0.377311223,0.10342,65,500,42,2,0.8177,"Asperula arvensis"
"545",138,"42_2","Lohondor","Iran",2,"Convolvulus","commutatus",2.582666667,94.78399609,0.323820401,0.201758889,44,330,42,2,0.8177,"Convolvulus commutatus"
"548",138,"42_2","Lohondor","Iran",2,"Rhamnus","pallasii",1.968,103.8704762,0.377345223,0.58657,105,21000,42,2,0.8177,"Rhamnus pallasii"
"549",138,"42_2","Lohondor","Iran",2,"Stipa","lessingiana",11.7825,16.87843454,0.624427797,0.656486667,70,440,42,2,0.8177,"Stipa lessingiana"
"550",138,"42_2","Lohondor","Iran",2,"Cousinia","decipiens",NA,NA,NA,NA,NA,NA,42,2,0.8177,"Cousinia decipiens"
"552",138,"42_2","Lohondor","Iran",2,"Scabiosa","rotata",2.5,95.18541667,0.464977521,0.269979167,75,100,42,2,0.8177,"Scabiosa rotata"
"553",138,"42_2","Lohondor","Iran",2,"Glycyrrhiza","glabra",2.9775,78.2563259,0.435922087,2.505786111,60,800,42,2,0.8177,"Glycyrrhiza glabra"
"555",138,"42_2","Lohondor","Iran",2,"Centaurea","kotschyi",5.726666667,132.6352642,0.426848302,3.143616667,112,35,42,2,0.8177,"Centaurea kotschyi"
"556",138,"42_2","Lohondor","Iran",2,"Bromus","tomentellus",NA,NA,NA,NA,NA,NA,42,2,0.8177,"Bromus tomentellus"
"557",138,"42_2","Lohondor","Iran",2,"Eryngium","caucasicum",3.53,50.3,0.349344978,1.006,80,200,42,2,0.8177,"Eryngium caucasicum"
"559",138,"42_2","Lohondor","Iran",2,"Astragalus","sp.",NA,NA,NA,NA,NA,NA,42,2,0.8177,"Astragalus sp."
"560",138,"42_2","Lohondor","Iran",2,"Festuca","valesiaca",9.326666667,45.59172095,0.692571351,0.436333333,10,264,42,2,0.8177,"Festuca valesiaca"
"562",138,"42_2","Lohondor","Iran",2,"Galium","tenuissimum",1.85,78.78571429,0.28,0.104366667,50,15,42,2,0.8177,"Galium tenuissimum"
"563",138,"42_2","Lohondor","Iran",2,"Paliurus","spina-christi",2.974285714,102.661842,0.411311539,3.614542857,210,156000,42,2,0.8177,"Paliurus spina-christi"
"564",138,"42_2","Lohondor","Iran",2,"Dactylis","glomerata",12.29111111,13.62126861,0.502299915,1.147027778,50,80,42,2,0.8177,"Dactylis glomerata"
"566",138,"42_2","Lohondor","Iran",2,"Phlomis","herba-venti",6,94.50423729,0.444444444,5.57575,19,24,42,2,0.8177,"Phlomis herba-venti"
"568",138,"42_2","Lohondor","Iran",2,"Crupina","vulgaris",2.053333333,123.8222222,0.298941799,0.25535,65,120,42,2,0.8177,"Crupina vulgaris"
"570",138,"42_2","Lohondor","Iran",2,"Hypericum","elongatum",1.82,110.34375,0.390243902,0.7062,150,640,42,2,0.8177,"Hypericum elongatum"
"571",138,"42_2","Lohondor","Iran",2,"Echinops","ritrodes",9.325,53.93228982,0.39033826,12.49625,70,1200,42,2,0.8177,"Echinops ritrodes"
"573",138,"42_2","Lohondor","Iran",2,"Medicago","sativa",0.868333333,91.52373737,0.372795414,0.157758333,17,12,42,2,0.8177,"Medicago sativa"
"574",138,"42_2","Lohondor","Iran",2,"Verbascum","speciosum",NA,NA,NA,NA,NA,NA,42,2,0.8177,"Verbascum speciosum"
"576",139,"42_3","Lohondor","Iran",3,"Echinops","ritrodes",15.172,45.55719671,0.372839856,23.5351,72,1890,42,1,0.8177,"Echinops ritrodes"
"577",139,"42_3","Lohondor","Iran",3,"Achillea","biebersteinii",7.4,134.6896552,0.306068602,7.812,15,90,42,1,0.8177,"Achillea biebersteinii"
"579",139,"42_3","Lohondor","Iran",3,"Phlomis","cancellata",9.52,123.9385666,0.697619048,12.10466667,50,2397,42,1,0.8177,"Phlomis cancellata"
"580",139,"42_3","Lohondor","Iran",3,"Inula","oculus-christi",11.95071429,151.5765595,0.311044147,19.23128571,40,1302,42,1,0.8177,"Inula oculus-christi"
"581",139,"42_3","Lohondor","Iran",3,"Hypericum","elongatum",2.23125,59.20621573,0.404092417,0.627883929,75,180,42,1,0.8177,"Hypericum elongatum"
"582",139,"42_3","Lohondor","Iran",3,"Agropyron","trichophorum",10.3425,45.71844097,0.598099405,1.236291667,85,1050,42,1,0.8177,"Agropyron trichophorum"
"583",139,"42_3","Lohondor","Iran",3,"Galium","tenuissimum",1.652307692,151.5929028,0.260379846,0.119053628,55,1575,42,1,0.8177,"Galium tenuissimum"
"585",139,"42_3","Lohondor","Iran",3,"Stipa","lessingiana",11.88166667,20.01723322,0.605924351,0.593626698,58,1470,42,1,0.8177,"Stipa lessingiana"
"586",139,"42_3","Lohondor","Iran",3,"Convolvulus","commutatus",2.480769231,165.9827494,0.281954535,0.283501923,52,2000,42,1,0.8177,"Convolvulus commutatus"
"588",139,"42_3","Lohondor","Iran",3,"Asperula","arvensis",2.098,108.3984059,0.410117969,0.200901852,52,3250,42,1,0.8177,"Asperula arvensis"
"589",139,"42_3","Lohondor","Iran",3,"Medicago","sativa",1.10875,142.5122672,0.341298226,0.294611082,42,552,42,1,0.8177,"Medicago sativa"
"590",139,"42_3","Lohondor","Iran",3,"Asparagus","verticillatus",4.135,110.7456989,0.259797588,0.399520833,55,800,42,1,0.8177,"Asparagus verticillatus"
"591",139,"42_3","Lohondor","Iran",3,"Centaurea","sp.",3.74,77.03378378,0.627118644,1.036454545,68,621,42,1,0.8177,"Centaurea sp."
"592",139,"42_3","Lohondor","Iran",3,"Onobrychis","sintenisii",2.525555556,131.3829798,0.241871978,1.764151852,77,4550,42,1,0.8177,"Onobrychis sintenisii"
"593",139,"42_3","Lohondor","Iran",3,"Centaurea","kotschyi",9.928333333,112.1739687,0.397027062,8.985361111,47,323,42,1,0.8177,"Centaurea kotschyi"
"594",139,"42_3","Lohondor","Iran",3,"Astragalus","sp.",0.865,117.3590909,0.255288736,0.093136111,25,1400,42,1,0.8177,"Astragalus sp."
"595",139,"42_3","Lohondor","Iran",3,"Phlomis","herba-venti",8.83,128.0257082,0.394135647,14.702,40,2250,42,1,0.8177,"Phlomis herba-venti"
"596",139,"42_3","Lohondor","Iran",3,"Potentilla","recta",4.11,190.0875,0.3187251,2.172428571,58,90,42,1,0.8177,"Potentilla recta"
"597",139,"42_3","Lohondor","Iran",3,"Salvia","virgata",10.33,139.9247104,0.267119301,21.1625,75,1200,42,1,0.8177,"Salvia virgata"
"598",139,"42_3","Lohondor","Iran",3,"Rhamnus","pallasii",2.16,92.97128422,0.410215446,0.613888294,85,22500,42,1,0.8177,"Rhamnus pallasii"
"599",139,"42_3","Lohondor","Iran",3,"Festuca","valesiaca",10.432,45.85949482,0.663308555,0.418679563,32,1125,42,1,0.8177,"Festuca valesiaca"
"600",139,"42_3","Lohondor","Iran",3,"Dianthus","orientalis",2.972,58.33051285,0.310178145,0.300781905,48,342,42,1,0.8177,"Dianthus orientalis"
"601",139,"42_3","Lohondor","Iran",3,"Cerasus","pseudoprostrata",1.525,94.25979437,0.51689756,1.149407143,68,540,42,1,0.8177,"Cerasus pseudoprostrata"
"602",139,"42_3","Lohondor","Iran",3,"Eryngium","caucasicum",3.65,29.66459627,0.443526171,0.9552,75,132,42,1,0.8177,"Eryngium caucasicum"
"603",139,"42_3","Lohondor","Iran",3,"Scabiosa","rotata",2.592,90.0710135,0.554017787,0.296817778,48,16,42,1,0.8177,"Scabiosa rotata"
"604",139,"42_3","Lohondor","Iran",3,"Teucrium","polium",NA,NA,NA,NA,NA,NA,42,1,0.8177,"Teucrium polium"
"606",139,"42_3","Lohondor","Iran",3,"Dactylis","glomerata",12.0625,57.1392206,0.66069232,1.498563095,70,1505,42,1,0.8177,"Dactylis glomerata"
"607",139,"42_3","Lohondor","Iran",3,"Stachys","turcomanica",4.784,133.3642047,0.382258984,1.23788,42,3300,42,1,0.8177,"Stachys turcomanica"
"608",139,"42_3","Lohondor","Iran",3,"Paliurus","spina-christi",3.146666667,130.3811844,0.38108471,3.676066667,190,18850,42,1,0.8177,"Paliurus spina-christi"
"609",139,"42_3","Lohondor","Iran",3,"Crupina","vulgaris",1.77125,120.0437626,0.516363905,0.444694444,61,225,42,1,0.8177,"Crupina vulgaris"
"610",139,"42_3","Lohondor","Iran",3,"Crataegus","azarolus",6.16,91.37459283,0.46585736,9.350666667,240,30600,42,1,0.8177,"Crataegus azarolus"
"611",139,"42_3","Lohondor","Iran",3,"Teucrium","chamaedrys",1.956666667,136.5689097,0.388607226,1.200579365,30,630,42,1,0.8177,"Teucrium chamaedrys"
"612",139,"42_3","Lohondor","Iran",3,"Cousinia","decipiens",11.0675,114.8687426,0.377555263,25.111375,28,1500,42,1,0.8177,"Cousinia decipiens"
"613",139,"42_3","Lohondor","Iran",3,"Haplophyllum","acutifolium",2.498888889,118.0328982,0.299779076,1.536762963,38,729,42,1,0.8177,"Haplophyllum acutifolium"
"615",139,"42_3","Lohondor","Iran",3,"Verbascum","speciosum",15.94,50.88374853,0.30351504,40.91175,25,1764,42,1,0.8177,"Verbascum speciosum"
"616",139,"42_3","Lohondor","Iran",3,"Melica","ciliata",11.8,52.27192982,0.904761905,0.851285714,52,1400,42,1,0.8177,"Melica ciliata"
"618",140,"43_1","Baharkish","Iran",1,"Eremurus","stenophyllus",24.881,26.88510101,0.205511443,10.6465,30,1120,43,3,0.7586,"Eremurus stenophyllus"
"619",140,"43_1","Baharkish","Iran",1,"Stipa","arabica",NA,NA,NA,NA,NA,NA,43,3,0.7586,"Stipa arabica"
"620",140,"43_1","Baharkish","Iran",1,"Cerasus","microcarpa",3.975,78.93541519,0.575102041,0.585368421,25,480,43,3,0.7586,"Cerasus microcarpa"
"624",140,"43_1","Baharkish","Iran",1,"Elymus","repens",21,NA,NA,NA,35,168,43,3,0.7586,"Elymus repens"
"626",140,"43_1","Baharkish","Iran",1,"Euphorbia","boissieri",NA,NA,NA,NA,NA,NA,43,3,0.7586,"Euphorbia boissieri"
"630",140,"43_1","Baharkish","Iran",1,"Colchicum","kotschyi",NA,NA,NA,NA,NA,NA,43,3,0.7586,"Colchicum kotschyi"
"631",140,"43_1","Baharkish","Iran",1,"Acantholimon","erinaceum",4.8,31.61702128,0.587010824,0.123833333,33,2940,43,3,0.7586,"Acantholimon erinaceum"
"632",140,"43_1","Baharkish","Iran",1,"Artemisia","kopetdaghensis",1.438333333,47.24806202,0.472223919,0.406333333,50,3445,43,3,0.7586,"Artemisia kopetdaghensis"
"635",140,"43_1","Baharkish","Iran",1,"Acantholimon","raddeanum",2.728571429,43.66950182,0.421155512,0.44925,33,2680,43,3,0.7586,"Acantholimon raddeanum"
"639",140,"43_1","Baharkish","Iran",1,"Verbascum","cheiranthifolium",20.5,53.80861142,0.292140247,50.5505,33,3078,43,3,0.7586,"Verbascum cheiranthifolium"
"641",140,"43_1","Baharkish","Iran",1,"Poa","bulbosa",6.103529412,64.09181637,0.598566308,0.291909091,40,2365,43,3,0.7586,"Poa bulbosa"
"643",140,"43_1","Baharkish","Iran",1,"Astragalus","chrysostachys",NA,NA,NA,NA,NA,NA,43,3,0.7586,"Astragalus chrysostachys"
"645",141,"43_2","Baharkish","Iran",2,"Poa","bulbosa",4.5,NA,NA,NA,43,437,43,2,0.7586,"Poa bulbosa"
"646",141,"43_2","Baharkish","Iran",2,"Cirsium","bornmuelleri",32,32.25744271,0.569390244,3.0122,27,3000,43,2,0.7586,"Cirsium bornmuelleri"
"648",141,"43_2","Baharkish","Iran",2,"Marrubium","vulgare",NA,NA,NA,NA,NA,NA,43,2,0.7586,"Marrubium vulgare"
"650",141,"43_2","Baharkish","Iran",2,"Elymus","repens",19.35933333,121.3266911,0.300836094,5.78425,148,7519,43,2,0.7586,"Elymus repens"
"651",141,"43_2","Baharkish","Iran",2,"Cerasus","microcarpa",NA,NA,NA,NA,NA,NA,43,2,0.7586,"Cerasus microcarpa"
"653",141,"43_2","Baharkish","Iran",2,"Rosa","persica",1.5,96.45424837,0.588461538,0.393533333,34,1900,43,2,0.7586,"Rosa persica"
"655",141,"43_2","Baharkish","Iran",2,"Onobrychis","verae",NA,NA,NA,NA,NA,NA,43,2,0.7586,"Onobrychis verae"
"659",141,"43_2","Baharkish","Iran",2,"Verbascum","cheiranthifolium",37,NA,NA,NA,20,3096,43,2,0.7586,"Verbascum cheiranthifolium"
"660",141,"43_2","Baharkish","Iran",2,"Acantholimon","erinaceum",NA,NA,NA,NA,NA,NA,43,2,0.7586,"Acantholimon erinaceum"
"664",141,"43_2","Baharkish","Iran",2,"Perovskia","abrotanoides",6.1625,74.67179719,0.350162479,3.299,38,616,43,2,0.7586,"Perovskia abrotanoides"
"665",141,"43_2","Baharkish","Iran",2,"Eremurus","stenophyllus",39.25,NA,NA,NA,28,918,43,2,0.7586,"Eremurus stenophyllus"
"666",141,"43_2","Baharkish","Iran",2,"Lactuca","orientalis",6.2,NA,NA,NA,42,360,43,2,0.7586,"Lactuca orientalis"
"667",141,"43_2","Baharkish","Iran",2,"Acantholimon","raddeanum",2.585714286,NA,0.529801325,NA,42,3886,43,2,0.7586,"Acantholimon raddeanum"
"668",141,"43_2","Baharkish","Iran",2,"Eryngium","bungei",11,71.49641915,0.27492228,12.64533333,45,510,43,2,0.7586,"Eryngium bungei"
"669",141,"43_2","Baharkish","Iran",2,"Artemisia","kopetdaghensis",3.75,NA,NA,NA,69,2350,43,2,0.7586,"Artemisia kopetdaghensis"
"673",141,"43_2","Baharkish","Iran",2,"Convolvulus","lineatus",3,NA,NA,NA,14,10,43,2,0.7586,"Convolvulus lineatus"
"677",142,"43_3","Baharkish","Iran",3,"Acanthophyllum","glandulosum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Acanthophyllum glandulosum"
"678",142,"43_3","Baharkish","Iran",3,"Bunium","cylindricum",2.25,NA,NA,NA,23,275,43,1,0.7586,"Bunium cylindricum"
"679",142,"43_3","Baharkish","Iran",3,"Tragopogon","vvedenskyi",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Tragopogon vvedenskyi"
"681",142,"43_3","Baharkish","Iran",3,"Acantholimon","raddeanum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Acantholimon raddeanum"
"682",142,"43_3","Baharkish","Iran",3,"Elymus","repens",18.85714286,NA,NA,NA,120,2590,43,1,0.7586,"Elymus repens"
"683",142,"43_3","Baharkish","Iran",3,"Polygonum","sewerzowii",11.2,NA,0.184880952,NA,60,520,43,1,0.7586,"Polygonum sewerzowii"
"684",142,"43_3","Baharkish","Iran",3,"Verbascum","cheiranthifolium",25.5,NA,NA,NA,28,2250,43,1,0.7586,"Verbascum cheiranthifolium"
"685",142,"43_3","Baharkish","Iran",3,"Erysimum","ischnostylum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Erysimum ischnostylum"
"687",142,"43_3","Baharkish","Iran",3,"Bupleurum","falcatum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Bupleurum falcatum"
"692",142,"43_3","Baharkish","Iran",3,"Taraxacum","montanum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Taraxacum montanum"
"694",142,"43_3","Baharkish","Iran",3,"Artemisia","kopetdaghensis",1.78375,59.81651376,0.463829787,0.543333333,70,2546,43,1,0.7586,"Artemisia kopetdaghensis"
"696",142,"43_3","Baharkish","Iran",3,"Lactuca","orientalis",3.625,NA,NA,NA,37,650,43,1,0.7586,"Lactuca orientalis"
"697",142,"43_3","Baharkish","Iran",3,"Astragalus","chrysostachys",2.9,NA,NA,NA,37,1904,43,1,0.7586,"Astragalus chrysostachys"
"699",142,"43_3","Baharkish","Iran",3,"Rosa","persica",1.625,NA,NA,NA,33,460,43,1,0.7586,"Rosa persica"
"700",142,"43_3","Baharkish","Iran",3,"Iris","songarica",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Iris songarica"
"702",142,"43_3","Baharkish","Iran",3,"Poa","bulbosa",6.175,NA,NA,NA,38,1638,43,1,0.7586,"Poa bulbosa"
"703",142,"43_3","Baharkish","Iran",3,"Eremurus","stenophyllus",45.8125,NA,NA,NA,33,893,43,1,0.7586,"Eremurus stenophyllus"
"705",142,"43_3","Baharkish","Iran",3,"Cirsium","bornmuelleri",18.6,NA,NA,NA,27,3445,43,1,0.7586,"Cirsium bornmuelleri"
"706",142,"43_3","Baharkish","Iran",3,"Crucianella","gilanica",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Crucianella gilanica"
"708",142,"43_3","Baharkish","Iran",3,"Centaurea","virgata",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Centaurea virgata"
"712",142,"43_3","Baharkish","Iran",3,"Thesium","kotschyanum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Thesium kotschyanum"
"714",142,"43_3","Baharkish","Iran",3,"Acantholimon","erinaceum",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Acantholimon erinaceum"
"715",142,"43_3","Baharkish","Iran",3,"Euphorbia","boissieri",NA,NA,NA,NA,NA,NA,43,1,0.7586,"Euphorbia boissieri"
"717",142,"43_3","Baharkish","Iran",3,"Eryngium","bungei",8,NA,NA,NA,44,180,43,1,0.7586,"Eryngium bungei"
"719",143,"43_4","Baharkish","Iran",4,"Dianthus","polylepis",2,NA,NA,NA,30,475,43,0,0.7595,"Dianthus polylepis"
"721",143,"43_4","Baharkish","Iran",4,"Centaurea","iberica",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Centaurea iberica"
"723",143,"43_4","Baharkish","Iran",4,"Acantholimon","erinaceum",1,NA,NA,NA,18,494,43,0,0.7595,"Acantholimon erinaceum"
"724",143,"43_4","Baharkish","Iran",4,"Bupleurum","falcatum",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Bupleurum falcatum"
"726",143,"43_4","Baharkish","Iran",4,"Stachys","lavandulifolia",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Stachys lavandulifolia"
"727",143,"43_4","Baharkish","Iran",4,"Cerasus","microcarpa",1.125,NA,NA,NA,60,6144,43,0,0.7595,"Cerasus microcarpa"
"728",143,"43_4","Baharkish","Iran",4,"Eremurus","stenophyllus",48,NA,NA,NA,33,800,43,0,0.7595,"Eremurus stenophyllus"
"729",143,"43_4","Baharkish","Iran",4,"Verbascum","cheiranthifolium",24.5,NA,NA,NA,32,2907,43,0,0.7595,"Verbascum cheiranthifolium"
"730",143,"43_4","Baharkish","Iran",4,"Iris","songarica",29.79,98.59720605,0.40234192,4.23475,33,1080,43,0,0.7595,"Iris songarica"
"731",143,"43_4","Baharkish","Iran",4,"Convolvulus","lineatus",4,NA,NA,NA,16,405,43,0,0.7595,"Convolvulus lineatus"
"732",143,"43_4","Baharkish","Iran",4,"Artemisia","kopetdaghensis",2.323529412,NA,NA,NA,89,2958,43,0,0.7595,"Artemisia kopetdaghensis"
"733",143,"43_4","Baharkish","Iran",4,"Erysimum","ischnostylum",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Erysimum ischnostylum"
"736",143,"43_4","Baharkish","Iran",4,"Stipa","arabica",19,NA,NA,NA,72,2500,43,0,0.7595,"Stipa arabica"
"737",143,"43_4","Baharkish","Iran",4,"Cousinia","sp.",16.4,NA,NA,NA,15,1225,43,0,0.7595,"Cousinia sp."
"739",143,"43_4","Baharkish","Iran",4,"Ziziphora","clinopodioides",1.5,NA,NA,NA,15,770,43,0,0.7595,"Ziziphora clinopodioides"
"740",143,"43_4","Baharkish","Iran",4,"Festuca","valesiaca",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Festuca valesiaca"
"742",143,"43_4","Baharkish","Iran",4,"Elymus","repens",16.14285714,NA,NA,NA,108,760,43,0,0.7595,"Elymus repens"
"744",143,"43_4","Baharkish","Iran",4,"Melica","persica",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Melica persica"
"745",143,"43_4","Baharkish","Iran",4,"Eryngium","bungei",9.125,NA,NA,NA,25,260,43,0,0.7595,"Eryngium bungei"
"747",143,"43_4","Baharkish","Iran",4,"Taraxacum","montanum",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Taraxacum montanum"
"748",143,"43_4","Baharkish","Iran",4,"Centaurea","virgata",4,NA,NA,NA,35,510,43,0,0.7595,"Centaurea virgata"
"749",143,"43_4","Baharkish","Iran",4,"Rosa","canina",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Rosa canina"
"750",143,"43_4","Baharkish","Iran",4,"Tragopogon","vvedenskyi",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Tragopogon vvedenskyi"
"753",143,"43_4","Baharkish","Iran",4,"Acanthophyllum","glandulosum",2,NA,NA,NA,28,2400,43,0,0.7595,"Acanthophyllum glandulosum"
"754",143,"43_4","Baharkish","Iran",4,"Alyssum","szowitsianum",1.89,197.6331361,0.442408377,0.175789474,8,20,43,0,0.7595,"Alyssum szowitsianum"
"755",143,"43_4","Baharkish","Iran",4,"Acantholimon","raddeanum",2.25,NA,NA,NA,16,483,43,0,0.7595,"Acantholimon raddeanum"
"757",143,"43_4","Baharkish","Iran",4,"Poa","bulbosa",7.5,NA,NA,NA,33,84,43,0,0.7595,"Poa bulbosa"
"758",143,"43_4","Baharkish","Iran",4,"Lactuca","orientalis",4.6,NA,NA,NA,47,2088,43,0,0.7595,"Lactuca orientalis"
"759",143,"43_4","Baharkish","Iran",4,"Crucianella","gilanica",NA,NA,NA,NA,NA,NA,43,0,0.7595,"Crucianella gilanica"
"761",143,"43_4","Baharkish","Iran",4,"Astragalus","chrysostachys",3.15,NA,NA,NA,50,4200,43,0,0.7595,"Astragalus chrysostachys"
"762",143,"43_4","Baharkish","Iran",4,"Rosa","persica",2.5,NA,NA,NA,32,360,43,0,0.7595,"Rosa persica"
"763",143,"43_4","Baharkish","Iran",4,"Cirsium","bornmuelleri",14,NA,NA,NA,35,608,43,0,0.7595,"Cirsium bornmuelleri"
"764",143,"43_4","Baharkish","Iran",4,"Cotoneaster","nummularius",1.5,NA,NA,NA,78,2600,43,0,0.7595,"Cotoneaster nummularius"
"765",144,"44_1","Darkesh","Iran",1,"Cirsium","sp.",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Cirsium sp."
"766",144,"44_1","Darkesh","Iran",1,"Allium","fibrosum",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Allium fibrosum"
"767",144,"44_1","Darkesh","Iran",1,"Thymus","transcaspicus",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Thymus transcaspicus"
"768",144,"44_1","Darkesh","Iran",1,"Anthemis","triumfetti",3.625,NA,NA,NA,60,1763,44,3,0.7986,"Anthemis triumfetti"
"769",144,"44_1","Darkesh","Iran",1,"Centaurea","virgata",4.166666667,NA,NA,NA,60,6132,44,3,0.7986,"Centaurea virgata"
"770",144,"44_1","Darkesh","Iran",1,"Ziziphora","clinopodioides",3,NA,NA,NA,60,1200,44,3,0.7986,"Ziziphora clinopodioides"
"772",144,"44_1","Darkesh","Iran",1,"Echinops","koelzii",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Echinops koelzii"
"774",144,"44_1","Darkesh","Iran",1,"Cotoneaster","nummularius",0.75,NA,NA,NA,100,10000,44,3,0.7986,"Cotoneaster nummularius"
"775",144,"44_1","Darkesh","Iran",1,"Teucrium","polium",1.5,NA,NA,NA,12,180,44,3,0.7986,"Teucrium polium"
"776",144,"44_1","Darkesh","Iran",1,"Poa","bulbosa",6.716666667,52.63665595,0.634693878,0.272833333,40,306,44,3,0.7986,"Poa bulbosa"
"779",144,"44_1","Darkesh","Iran",1,"Bothriochloa","ischaemum",11.66666667,NA,0.501759678,NA,80,1066,44,3,0.7986,"Bothriochloa ischaemum"
"780",144,"44_1","Darkesh","Iran",1,"Quercus","castaneifolia",12.75,NA,NA,NA,350,22500,44,3,0.7986,"Quercus castaneifolia"
"781",144,"44_1","Darkesh","Iran",1,"Vincetoxicum","scandens",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Vincetoxicum scandens"
"782",144,"44_1","Darkesh","Iran",1,"Alyssopsis","mollis",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Alyssopsis mollis"
"783",144,"44_1","Darkesh","Iran",1,"Astragalus","jolderensis",5.083333333,NA,NA,NA,8,221,44,3,0.7986,"Astragalus jolderensis"
"784",144,"44_1","Darkesh","Iran",1,"Galium","verum",1.5,NA,NA,NA,26,40,44,3,0.7986,"Galium verum"
"787",144,"44_1","Darkesh","Iran",1,"Verbascum","cheiranthifolium",23,NA,NA,NA,12,240,44,3,0.7986,"Verbascum cheiranthifolium"
"788",144,"44_1","Darkesh","Iran",1,"Scabiosa","columbaria",2.37875,158.4890656,0.292271935,3.986,20,651,44,3,0.7986,"Scabiosa columbaria"
"789",144,"44_1","Darkesh","Iran",1,"Melica","ciliata",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Melica ciliata"
"790",144,"44_1","Darkesh","Iran",1,"Dactylis","glomerata",20.33333333,NA,NA,NA,95,3120,44,3,0.7986,"Dactylis glomerata"
"793",144,"44_1","Darkesh","Iran",1,"Stipa","bromoides",17.25,NA,NA,NA,105,775,44,3,0.7986,"Stipa bromoides"
"794",144,"44_1","Darkesh","Iran",1,"Euphorbia","falcata",0.96,283.5795455,0.4,0.4991,4,24,44,3,0.7986,"Euphorbia falcata"
"796",144,"44_1","Darkesh","Iran",1,"Stipa","arabica",15,NA,NA,NA,92,738,44,3,0.7986,"Stipa arabica"
"797",144,"44_1","Darkesh","Iran",1,"Agropyron","cristatum",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Agropyron cristatum"
"798",144,"44_1","Darkesh","Iran",1,"Tragopogon","vvedenskyi",NA,NA,NA,NA,NA,NA,44,3,0.7986,"Tragopogon vvedenskyi"
"799",144,"44_1","Darkesh","Iran",1,"Silene","sp.",6,NA,NA,NA,68,2295,44,3,0.7986,"Silene sp."
"800",144,"44_1","Darkesh","Iran",1,"Hypericum","scabrum",2.605,452.5,0.357142857,1.13125,45,144,44,3,0.7986,"Hypericum scabrum"
"801",144,"44_1","Darkesh","Iran",1,"Dracocephalum","kotschyi",2.25,NA,NA,NA,17,15,44,3,0.7986,"Dracocephalum kotschyi"
"803",144,"44_1","Darkesh","Iran",1,"Cleistogenes","serotina",10,NA,NA,NA,12,32,44,3,0.7986,"Cleistogenes serotina"
"805",145,"44_2","Darkesh","Iran",2,"Quercus","castaneifolia",14.2175,168.3848998,0.516119313,21.63325,650,22500,44,2,0.7968,"Quercus castaneifolia"
"806",145,"44_2","Darkesh","Iran",2,"Crataegus","microphylla",3.5,NA,NA,NA,83,2747,44,2,0.7968,"Crataegus microphylla"
"807",145,"44_2","Darkesh","Iran",2,"Cleistogenes","serotina",6.5,NA,NA,NA,7,728,44,2,0.7968,"Cleistogenes serotina"
"808",145,"44_2","Darkesh","Iran",2,"Viola","odorata",3.5,176.4142395,0.313069909,6.814,8,192,44,2,0.7968,"Viola odorata"
"809",145,"44_2","Darkesh","Iran",2,"Juniperus","communis",2.5,41.96620584,0.642645607,0.118782609,42,6478,44,2,0.7968,"Juniperus communis"
